"id","name","category","brand","issues","purpose","status","condition","dailyRentalPrice","createdAt","imageURL","role","description","image"
"BbTE4AFYbflFNYYT05yw","카메라 가방 (i)","ETC","","","","available","정상","","{""_seconds"":1743488486,""_nanoseconds"":65000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743613922228_3197023_1.avif?alt=media&token=cd70d0bb-331e-49cb-bbab-2b2f30f9e6cb",,"102",
"Bh0lmvc4NwJaWlsZmB7e","V 마운트 배터리 (d)","Battery","Gen energy","14.4V / 11100mah / 160Wh","","available","정상","","{""_seconds"":1743403714,""_nanoseconds"":513000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743403712583_CF091974_2.jpg?alt=media&token=05c21773-acc1-450e-aaf6-93e6bd49c29a",,"52",
"C4UPcnOaZ5MWElvLNVpi","삼양 XEEN CF CINE 렌즈 5종 세트","Filming","Samyang"," EF마운트(16mm, 24mm, 35mm, 50mm, 85mm / T 1.5)","","available","정상","","{""_seconds"":1743398153,""_nanoseconds"":476000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614024365_13232999_1.avif?alt=media&token=dc860295-2c8b-4c68-a615-1bab90e4b12e",,"17",
"CC3QL1Gsz8Nyfrk6v6m2","Canon 배터리 차저 (a)","Battery","","","","available","정상","","{""_seconds"":1743484821,""_nanoseconds"":629000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617057977_5458_temp_16638311876296view.png?alt=media&token=6aac7788-cce8-440b-a2a7-57df8475414a",,"67",
"CZGgASCqHXPQ3bzwX4ox","SD 카드 128GB (a)","ETC","Sandisk","반납시 포맷하기","","available","정상","","{""_seconds"":1743404174,""_nanoseconds"":519000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614032080_18318518_1.avif?alt=media&token=533fc8a7-2f97-401e-a319-74cd3622b5d0",,"56",
"DPmGvHhf1af1vt6EWiCW","416 붐마이크","Sound","Rode","마이크선 없음","","available","정상","","{""_seconds"":1743487613,""_nanoseconds"":550000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617607204_1553932621.png?alt=media&token=824c32a7-8874-44d4-95b9-8d27e4bcf30d",,"73",
"Dyveqn9bBpugJhwAIlUc","카메라 가방 (c)","ETC","","","","available","정상","","{""_seconds"":1743488389,""_nanoseconds"":564000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614042071_3197023_1.avif?alt=media&token=50991adc-74b1-4381-8d9b-1bc04ee02dc7",,"93",
"E41JyOGk1Eq7JjDlRzcd","LED 조명 (c)","Lighting","","","","available","정상","","{""_seconds"":1744383993,""_nanoseconds"":353000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1744384039598_6230087_1.avif?alt=media&token=313294c4-67fa-4c22-b4b2-cb34e00f19d8",,"32",""
"EdhXezo582fQ15XB7cC3","E-IMAGE 7060H 삼각대 (a)","Filming","E-IMAGE","플레이트 고정 잘 안됨","","available","주의","","{""_seconds"":1743399742,""_nanoseconds"":715000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743399738968_U15785bf27e3b4d0285197f788c94c2cdg.avif?alt=media&token=4b556db3-c3a5-4bbb-98fb-4398d4961a6f",,"25",
"FPy5xYvMaogZk8Kh72p1","니콘 AF 50mm F1.8D (b)","Filming","Nikon","전면, 후면뚜껑 없음","","available","주의","","{""_seconds"":1743398702,""_nanoseconds"":792000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614082830_151440_1.avif?alt=media&token=3bf1aa0e-4d1e-418d-ab77-04439cfc7317",,"20",
"FYdzAgjdVlw9b0LsZ3Uf","ZOOM H1 녹음기 (a)","Sound","Zoom","","","available","정상","","{""_seconds"":1743404544,""_nanoseconds"":209000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614097895_1322983_1.avif?alt=media&token=481302c1-7a2d-4a8e-9409-c9660c96c33e",,"74",
"FZNUkBnY1Mk4UsHsHFqQ","TASCAM DR-44WL 녹음기","Sound","Tascam","3, 4번 단자로 녹음되는 소리가 헤드셋으로 들리지 않음, 체크 필요","","available","정상","","{""_seconds"":1743405613,""_nanoseconds"":64000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614111249_4028258_1.avif?alt=media&token=b54be9a8-b0da-4056-8db0-271f85b208bc",,"78",
"GDKGRYkjuZGMTpzfNpjK","캐논 LP-E6 배터리 (f)","Battery","Canon","","","available","정상","","{""_seconds"":1743402543,""_nanoseconds"":501000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614116428_793756_1.avif?alt=media&token=7ec7f023-9a44-4351-84b0-38aee4f712c9",,"46.6",
"GKlojpkuLaPPHp2HTuN3","니콘 en-el9 배터리 (c) ","Battery","Nikon","니콘 3000D, 5000D 호환 가능","","available","정상","","{""_seconds"":1743402163,""_nanoseconds"":457000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743402161379_4a310d2d26.jpg?alt=media&token=0c9fce8e-b660-449a-aa41-49f674684847",,"46",
"GSOeLzhFcolYIiNwvFaX","카메라 가방 (d)","ETC","","상기 이미지와 다를 수 있습니다","","available","정상","","{""_seconds"":1743488398,""_nanoseconds"":567000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617143022_3197023_1.avif?alt=media&token=1a369593-92b9-4923-9a9d-669ca7a0eb3d",,"94",
"HaRbG5YwJO4MdX0E7cPu","니콘 5000D","Filming","Nikon","전면뚜껑 없음","","available","정상","","{""_seconds"":1743488103,""_nanoseconds"":66000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614132920_1737477_1.avif?alt=media&token=eea14a7e-caf7-4a92-a435-d33f49569a95",,"7",
"IXsOxW8XG9Yy5FaIwCZ6","V 마운트 배터리 (a)","Battery","Sony","14.4V / 6600mah (활용이 원활하지 않음 사용 권장 X)","","available","정상","","{""_seconds"":1743403000,""_nanoseconds"":179000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743402997738_sobpgl95.jpg?alt=media&token=6be606c5-b492-416c-83be-08b23f4bf764",,"",
"JcKxtJlRY4R3sHlmPpG7","탐론 EF-S 17-50mm F 2.8 (c)","Filming","Tamron","전면뚜껑 없음, 후드 없음","","available","주의","","{""_seconds"":1743397782,""_nanoseconds"":743000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743397780577_141263_1.avif?alt=media&token=1df9c19a-cb2b-40a3-9726-37a67ae8626b",,"",
"KYaHLuT3h39ttR1S2ogv","니콘 AF 50mm F1.8D (a)","Filming","Nikon","전면, 후면뚜껑 없음","","available","주의","","{""_seconds"":1743398633,""_nanoseconds"":374000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743398632065_151440_1.avif?alt=media&token=2a917a5f-43b3-459d-9f1a-6785de282502",,"",
"LM1LArSVipSactHYCb8n","캐논 LP-E6 배터리 (c)","Battery","Canon","사용 원활 X","","available","정상","","{""_seconds"":1743402373,""_nanoseconds"":662000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614142819_793756_1.avif?alt=media&token=ed4f035a-1b02-47d7-96c3-706e38c4bf08",,"",
"NJ6q5OCXcgzL2AwE8ii6","소니 NP-FW50 배터리","Battery","Sony","차져 없음, 바디에 연결해 충전","","available","정상","","{""_seconds"":1743404346,""_nanoseconds"":988000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614149040_1126062_1.avif?alt=media&token=4e8ec9bd-d0c6-4f07-9ad0-5db8affb111f",,"43",
"OF5NVdh13vq1KmuigmJk","맨프로토 삼각대","ETC","","","","available","정상","","{""_seconds"":1743483194,""_nanoseconds"":830000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617272853_2324403_1.avif?alt=media&token=21728f3f-811c-45f6-877f-addcd47fd7a2",,"23",
"OM7fC9lUryub3XRdQPSO","follow focus","Filming","Smallrig","","","available","정상","","{""_seconds"":1743487589,""_nanoseconds"":249000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617406794_thumb-04_680x680.jpg?alt=media&token=28523992-fd29-4cb4-80ee-caf53613d940",,"40",
"OSbRwNN9Dwp5LrtNm1YD","Nikon 배터리 차저 (a)","Battery","","","","available","정상","","{""_seconds"":1743484768,""_nanoseconds"":714000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617446138_shopping.avif?alt=media&token=2c0d5e7b-c822-4125-ad0b-4fc103bede83",,"64",
"P9WK9b3C657J5GtYlVyZ","sd 카드 리더기 (e)","ETC","","상기 이미지와 다를 수 있습니다","","available","정상","","{""_seconds"":1743484741,""_nanoseconds"":913000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617631759_1939422_1.avif?alt=media&token=8a0fcb18-3b13-47b1-b8f8-ee628d27571d",,"63",
"PUwL03CKMAaGQgZpidqs","캐논 LP-E6 배터리 (e)","Battery","Canon","사용 원활 X","","available","정상","","{""_seconds"":1743402508,""_nanoseconds"":297000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614159475_793756_1.avif?alt=media&token=f109b94b-e46e-4bef-9816-0245d17506af",,"",
"PipEMvlQQrnwTfgXruq9","어퓨처 300X","Lighting","Aputure","왼쪽 접합부 접촉불량","","available","주의","","{""_seconds"":1743271230,""_nanoseconds"":50000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743271229126_12283769_1.webp?alt=media&token=8cd3356f-1413-40e8-b815-050ba566c9c3",,"29",
"Q580dX6Nw95o1trAQdpq","sd 카드 리더기 (b)","ETC","","상기 이미지와 다를 수 있습니다","","available","정상","","{""_seconds"":1743484678,""_nanoseconds"":154000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617639530_1939422_1.avif?alt=media&token=6ce7872e-44b0-47f0-a1b2-c2567fad1232",,"60",
"Sg9yHuPlC9iVewzd1GeH","Canon 배터리 차저 (b)","Battery","","","","available","정상","","{""_seconds"":1743484838,""_nanoseconds"":57000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617022922_5458_temp_16638311876296view%20(1).png?alt=media&token=5f19995d-e973-4217-a7c1-2eaba8d0e7ee",,"68",
"SoRRPsGhcEKzG3aMaKwm","캐논 EF 50mm F1.8","Filming","Canon","전면뚜껑 없음","","available","정상","","{""_seconds"":1743398844,""_nanoseconds"":859000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614177419_3166125_1.avif?alt=media&token=005deebe-0a17-4c3d-aab5-d3e044355b86",,"21",
"SufJHBbO05WzdNoZgrZ3","니콘 AF 50mm F1.8D (c)","Filming","Nikon","전면. 후면뚜껑 없음","","available","주의","","{""_seconds"":1743398746,""_nanoseconds"":146000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614185229_151440_1.avif?alt=media&token=c4b6a3a0-635d-4ef4-88be-a49fd1eba281",,"",
"TIQyQMKQaEnpaXMNqYtX","캐논 LP-E6 배터리 (a)","Battery","Canon","사용 원활 X","","available","정상","","{""_seconds"":1743402279,""_nanoseconds"":556000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614222176_793756_1.avif?alt=media&token=14d0f802-43a3-4035-972f-1e872c894f9b",,"46.1",
"UNTFyYKjytkjbhZN08RN","카메라 가방 (b)","ETC","","상기 이미지와 다를 수 있습니다","","available","정상","","{""_seconds"":1743488381,""_nanoseconds"":313000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743614701241_3197023_1.avif?alt=media&token=0f37c6d7-6211-44dd-a7fe-e5befc1cc0d4",,"91",
"UVNeLAWz6M0bzlzxrfJT","카메라 가방 (f)","ETC","","상기 이미지와 다를 수 있습니다","","available","정상","","{""_seconds"":1743488430,""_nanoseconds"":321000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743615062861_3197023_1.avif?alt=media&token=faf51cac-f413-4ba1-8662-f023643162a1",,"96",
"UiwKBw8jc4ggPGopubIu","BMPCC 6K + V 마운트 카본로드","Filming","Blackmagicdesign","","","available","정상","","{""_seconds"":1743396623,""_nanoseconds"":511000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743396622098_%EB%8B%A4%EC%9A%B4%EB%A1%9C%EB%93%9C1.jpeg?alt=media&token=ebdec2d7-e80f-4caa-9eba-929aefca877b",,"3",
"V4e76Tv0MYrVSVudPAgr","V 마운트 배터리 (e)","Battery","Gen energy","14.4V / 11100mah / 160Wh","","available","정상","","{""_seconds"":1743403777,""_nanoseconds"":311000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743403774574_CF091974_2.jpg?alt=media&token=40696d75-57bc-421d-b71e-545cd99965f5",,"",
"VPZpilAjcM5JQjSTgZHJ","ZOOM H1 녹음기 (b)","Sound","Zoom","","","available","정상","","{""_seconds"":1743404575,""_nanoseconds"":376000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743615073073_1322983_1.avif?alt=media&token=3c9d3232-3060-49c1-acdc-31f56a6b4478",,"75",
"Vbz1zMIJXj572mUyJZHv","소니 f750 배터리","Battery","Sony","","","available","정상","","{""_seconds"":1743403965,""_nanoseconds"":866000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743615112590_122119_1.avif?alt=media&token=a06d9ba6-0120-4e38-8a16-b097c1756e40",,"54",
"WEvMyWixyqKiXSawgil3","소니 알파 FE 16-35mm F4 G","Filming","Sony","","","available","정상","","{""_seconds"":1743398945,""_nanoseconds"":691000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743615297684_16709747_1.avif?alt=media&token=25936cc6-ab21-432d-b6b8-e5622c782138",,"13",
"YAkOZnk3c8O2qTkAJoFA","삼성 gear 260 (a)","Filming","samsung","","","available","정상","","{""_seconds"":1743397312,""_nanoseconds"":371000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743397311252_1642684248.jpg?alt=media&token=ae230bef-639c-43dd-9fe3-d74967dffdd1",,"12",
"YIan5XqavVXI154o5pNd","니콘 3000D (a)","Filming","Nikon","전면뚜껑 없음","","available","주의","","{""_seconds"":1743396933,""_nanoseconds"":113000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743611985464_921872_1.avif?alt=media&token=0c42fd39-c7fd-4cfc-ae38-1a96dea47c74",,"",
"YpP3wiiZ2wUmHQ0ygZty","SD 카드 128GB (b)","ETC","Sandisk","반납시 포맷하기","","available","정상","","{""_seconds"":1743404219,""_nanoseconds"":943000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743612024495_18318518_1.avif?alt=media&token=e79b51c4-6d93-4c4f-aae9-7edff9dc9846",,"58",
"Z9dAgjgRMv5OrT0EaqUj","소니 알파 A7S2","Filming","Sony","배터리 1개","","available","정상","","{""_seconds"":1743487908,""_nanoseconds"":711000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743612066149_3428928_1.avif?alt=media&token=374c9bf8-7660-48e4-a791-45b6264b1c75",,"2",
"ZPzGFN0RYhrJxK4h8B7P","립모션 VR 세트","VR device","Leapmotion","","","available","정상","","{""_seconds"":1743487738,""_nanoseconds"":964000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617706872_shopping.webp?alt=media&token=18e2fe95-a8f2-41a5-9221-a37c770edb2b",,"83",
"a7MdxjooYn2FSeHhotfl","카메라 가방 (e)","ETC","","","","available","정상","","{""_seconds"":1743488409,""_nanoseconds"":46000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743590747581_114646_1.avif?alt=media&token=f9021695-57a5-4f4e-a5fa-9d43b05b01c8",,"99",
"aDHzneu8s5vpM5HCyuB5","A 스탠드 (중형) (a)","Lighting","","","","available","정상","","{""_seconds"":1743400835,""_nanoseconds"":149000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743400834040_A-%EC%8A%A4%ED%83%A0%EB%93%9C.jpeg?alt=media&token=ade06db0-d013-41be-82be-bc23fd406a49",,"35",
